parent_material_id,child_material_id,quantity
MAT_T1_06588,MAT_T2_01619,15.51
MAT_T1_06597,MAT_T2_00987,13.04
MAT_T1_06601,MAT_T2_05105,15.2
MAT_T1_06601,MAT_T2_03090,15.06
MAT_T1_06601,MAT_T2_05264,16.02
MAT_T1_06601,MAT_T2_04331,4.47
MAT_T1_06601,MAT_T2_00768,8.4
MAT_T1_06601,MAT_T2_00351,1.12
MAT_T1_06601,MAT_T2_03888,8.96
MAT_T1_06601,MAT_T2_04216,1.33
MAT_T1_06611,MAT_T2_00984,5.98
MAT_T1_06611,MAT_T2_04475,13.54
MAT_T1_06614,MAT_T2_01957,18.27
MAT_T1_06614,MAT_T2_05102,14.66
MAT_T1_06614,MAT_T2_06238,17.93
MAT_T1_06614,MAT_T2_06137,3.55
MAT_T1_06614,MAT_T2_00999,6.93
MAT_T1_06615,MAT_T2_00716,11.34
MAT_T1_06615,MAT_T2_00228,7.07
MAT_T1_06615,MAT_T2_04228,9.94
MAT_T1_06615,MAT_T2_03967,18.67
MAT_T1_06615,MAT_T2_06157,17.12
MAT_T1_06615,MAT_T2_04941,3.8
MAT_T1_06615,MAT_T2_05449,2.45
MAT_T1_06625,MAT_T2_03534,17.62
MAT_T1_06625,MAT_T2_00516,18.31
MAT_T1_06626,MAT_T2_02698,11.87
MAT_T1_06626,MAT_T2_01543,7.58
MAT_T1_06626,MAT_T2_02050,15.11
MAT_T1_06626,MAT_T2_05242,17.1
MAT_T1_06627,MAT_T2_00127,16.2
MAT_T1_06627,MAT_T2_04656,13.2
MAT_T1_06627,MAT_T2_00739,1.29
MAT_T1_06637,MAT_T2_04692,4.21
MAT_T1_06637,MAT_T2_01699,13.56
MAT_T1_06637,MAT_T2_06053,1.49
MAT_T1_06637,MAT_T2_05149,7.58
MAT_T1_06637,MAT_T2_03786,18.67
MAT_T1_06637,MAT_T2_00229,1.58
MAT_T1_06645,MAT_T2_04313,9.24
MAT_T1_06649,MAT_T2_00921,18.67
MAT_T1_06649,MAT_T2_02486,13.48
MAT_T1_06649,MAT_T2_05397,15.75
MAT_T1_06649,MAT_T2_03430,10.49
MAT_T1_06649,MAT_T2_02297,2.53
MAT_T1_06659,MAT_T2_04624,7.78
MAT_T1_06659,MAT_T2_05690,14.98
MAT_T1_06659,MAT_T2_03168,2.25
MAT_T1_06678,MAT_T2_05593,18.46
MAT_T1_06687,MAT_T2_05524,15.32
MAT_T1_06687,MAT_T2_06896,12.0
MAT_T1_06687,MAT_T2_01648,3.98
MAT_T1_06687,MAT_T2_02916,16.59
MAT_T1_06694,MAT_T2_01754,15.94
MAT_T1_06694,MAT_T2_05063,4.44
MAT_T1_06694,MAT_T2_06623,10.67
MAT_T1_06694,MAT_T2_05481,17.33
MAT_T1_06694,MAT_T2_00702,13.92
MAT_T1_06694,MAT_T2_03582,3.64
MAT_T1_06697,MAT_T2_04454,11.4
MAT_T1_06697,MAT_T2_03983,3.28
MAT_T1_06718,MAT_T2_01565,7.35
MAT_T1_06718,MAT_T2_04237,1.86
MAT_T1_06718,MAT_T2_06009,7.22
MAT_T1_06718,MAT_T2_04364,2.08
MAT_T1_06718,MAT_T2_01652,15.0
MAT_T1_06724,MAT_T2_01318,6.61
MAT_T1_06724,MAT_T2_02731,2.03
MAT_T1_06724,MAT_T2_05946,16.55
MAT_T1_06724,MAT_T2_00601,14.07
MAT_T1_06724,MAT_T2_02281,4.21
MAT_T1_06724,MAT_T2_05953,1.87
MAT_T1_06737,MAT_T2_01670,10.24
MAT_T1_06752,MAT_T2_05946,10.61
MAT_T1_06752,MAT_T2_04027,6.35
MAT_T1_06752,MAT_T2_01518,1.9
MAT_T1_06752,MAT_T2_02355,18.34
MAT_T1_06752,MAT_T2_05584,19.03
MAT_T1_06752,MAT_T2_02254,19.42
MAT_T1_06767,MAT_T2_02282,13.2
MAT_T1_06767,MAT_T2_04828,7.74
MAT_T1_06775,MAT_T2_02045,17.02
MAT_T1_06775,MAT_T2_05884,11.68
MAT_T1_06775,MAT_T2_05768,7.77
MAT_T1_06775,MAT_T2_05848,10.97
MAT_T1_06775,MAT_T2_02604,4.63
MAT_T1_06775,MAT_T2_01548,19.72
MAT_T1_06779,MAT_T2_05234,8.81
MAT_T1_06788,MAT_T2_02496,11.58
MAT_T1_06788,MAT_T2_00929,13.45
MAT_T1_06788,MAT_T2_02844,16.76
MAT_T1_06807,MAT_T2_05834,16.43
MAT_T1_06807,MAT_T2_06378,7.32
MAT_T1_06807,MAT_T2_00450,2.09
MAT_T1_06807,MAT_T2_05145,16.77
MAT_T1_06807,MAT_T2_03194,18.81
MAT_T1_06827,MAT_T2_05102,3.01
MAT_T1_06827,MAT_T2_04963,12.11
MAT_T1_06827,MAT_T2_06507,16.89
MAT_T1_06846,MAT_T2_01120,9.87
MAT_T1_06846,MAT_T2_05552,4.24
MAT_T1_06846,MAT_T2_01226,2.13
MAT_T1_06846,MAT_T2_02049,1.99
MAT_T1_06856,MAT_T2_02489,11.88
MAT_T1_06856,MAT_T2_02867,5.4
MAT_T1_06856,MAT_T2_02502,3.04
MAT_T1_06856,MAT_T2_04749,2.36
MAT_T1_06860,MAT_T2_01222,18.85
MAT_T1_06860,MAT_T2_04870,17.23
MAT_T1_06873,MAT_T2_00094,11.03
MAT_T1_06873,MAT_T2_00286,17.9
MAT_T1_06873,MAT_T2_01962,14.07
MAT_T1_06873,MAT_T2_02499,18.39
MAT_T1_06873,MAT_T2_03582,11.07
MAT_T1_06873,MAT_T2_03998,7.26
MAT_T1_06884,MAT_T2_04895,6.58
MAT_T1_06884,MAT_T2_02022,6.28
MAT_T1_06884,MAT_T2_04797,8.19
MAT_T1_06897,MAT_T2_03803,5.16
MAT_T1_06897,MAT_T2_00054,8.19
MAT_T1_06897,MAT_T2_04486,2.1
MAT_T1_06897,MAT_T2_01309,6.55
MAT_T1_06924,MAT_T2_04744,11.61
MAT_T1_06924,MAT_T2_02546,11.32
MAT_T1_06924,MAT_T2_00984,4.67
MAT_T1_06924,MAT_T2_01462,10.82
MAT_T1_06924,MAT_T2_00068,5.0
MAT_T1_06959,MAT_T2_06307,3.92
MAT_T1_06961,MAT_T2_01289,12.88
MAT_T1_06961,MAT_T2_05351,1.09
MAT_T1_06961,MAT_T2_06714,5.1
MAT_T1_06961,MAT_T2_05787,5.69
MAT_T1_06967,MAT_T2_03679,12.55
MAT_T1_06967,MAT_T2_01108,14.46
MAT_T1_06967,MAT_T2_04068,10.18
MAT_T1_06967,MAT_T2_00162,9.38
MAT_T1_06967,MAT_T2_01334,3.52
MAT_T1_06967,MAT_T2_04014,18.44
MAT_T1_06978,MAT_T2_04257,19.0
MAT_T1_06978,MAT_T2_05583,18.77
MAT_T1_06978,MAT_T2_02888,5.12
MAT_T1_06991,MAT_T2_00952,10.94
MAT_T1_06991,MAT_T2_04334,9.74
MAT_T1_06991,MAT_T2_01945,3.84
MAT_T1_06991,MAT_T2_04048,16.85
MAT_T1_06991,MAT_T2_04744,11.52
MAT_T2_00007,MAT_T3_03270,8.32
MAT_T2_00007,MAT_T3_04553,6.09
MAT_T2_00007,MAT_T3_03200,12.59
MAT_T2_00007,MAT_T3_06719,17.7
MAT_T2_00011,MAT_T3_03028,15.36
MAT_T2_00032,MAT_T3_02899,1.22
MAT_T2_00036,MAT_T3_04852,3.58
MAT_T2_00036,MAT_T3_03163,14.27
MAT_T2_00036,MAT_T3_04984,17.14
MAT_T2_00038,MAT_T3_00579,12.4
MAT_T2_00038,MAT_T3_04662,11.62
MAT_T2_00038,MAT_T3_02485,9.89
MAT_T2_00038,MAT_T3_02412,5.5
MAT_T2_00041,MAT_T3_00416,12.77
MAT_T2_00041,MAT_T3_01233,12.45
MAT_T2_00041,MAT_T3_01131,16.88
MAT_T2_00041,MAT_T3_03342,6.79
MAT_T2_00043,MAT_T3_04439,6.17
MAT_T2_00045,MAT_T3_06747,13.77
MAT_T2_00045,MAT_T3_02672,13.43
MAT_T2_00049,MAT_T3_06353,1.7
MAT_T2_00051,MAT_T3_00553,11.94
MAT_T2_00054,MAT_T3_05664,9.72
MAT_T2_00061,MAT_T3_00928,19.56
MAT_T2_00061,MAT_T3_04131,7.39
MAT_T2_00061,MAT_T3_04948,10.11
MAT_T2_00061,MAT_T3_05289,9.56
MAT_T2_00067,MAT_T3_05219,13.6
MAT_T2_00067,MAT_T3_01251,15.69
MAT_T2_00067,MAT_T3_00437,5.77
MAT_T2_00068,MAT_T3_04607,9.93
MAT_T2_00069,MAT_T3_05456,16.4
MAT_T2_00069,MAT_T3_01273,14.41
MAT_T2_00069,MAT_T3_00691,10.44
MAT_T2_00069,MAT_T3_00279,17.79
MAT_T2_00069,MAT_T3_03881,9.16
MAT_T2_00071,MAT_T3_03688,16.3
MAT_T2_00071,MAT_T3_02830,18.06
MAT_T2_00071,MAT_T3_00438,10.55
MAT_T2_00071,MAT_T3_06501,16.07
MAT_T2_00071,MAT_T3_02121,9.67
MAT_T2_00081,MAT_T3_06200,19.1
MAT_T2_00081,MAT_T3_00933,11.95
MAT_T2_00081,MAT_T3_05777,2.92
MAT_T2_00086,MAT_T3_04322,6.86
MAT_T2_00086,MAT_T3_06960,2.33
MAT_T2_00086,MAT_T3_06346,1.61
MAT_T2_00086,MAT_T3_02421,11.22
MAT_T2_00086,MAT_T3_03043,7.3
MAT_T2_00086,MAT_T3_05595,19.94
MAT_T2_00086,MAT_T3_03256,18.43
MAT_T2_00092,MAT_T3_05692,9.54
MAT_T2_00093,MAT_T3_01438,7.23
MAT_T2_00093,MAT_T3_01894,10.06
MAT_T2_00093,MAT_T3_05220,4.04
MAT_T2_00094,MAT_T3_00903,15.4
MAT_T2_00094,MAT_T3_01876,12.85
MAT_T2_00094,MAT_T3_01528,17.11
MAT_T2_00094,MAT_T3_02177,10.67
MAT_T2_00094,MAT_T3_06770,18.32
MAT_T2_00098,MAT_T3_02166,11.97
MAT_T2_00098,MAT_T3_03405,13.8
MAT_T2_00103,MAT_T3_00866,1.49
MAT_T2_00103,MAT_T3_05489,11.07
MAT_T2_00105,MAT_T3_01306,13.87
MAT_T2_00105,MAT_T3_04682,11.64
MAT_T2_00109,MAT_T3_04503,2.17
MAT_T2_00109,MAT_T3_05003,16.1
MAT_T2_00109,MAT_T3_02571,5.08
MAT_T2_00109,MAT_T3_06384,18.08
MAT_T2_00109,MAT_T3_02992,4.86
MAT_T2_00111,MAT_T3_04328,11.74
MAT_T2_00111,MAT_T3_05023,19.45
MAT_T2_00122,MAT_T3_00311,10.37
MAT_T2_00125,MAT_T3_01608,5.85
MAT_T2_00125,MAT_T3_05915,14.49
MAT_T2_00125,MAT_T3_03370,17.1
MAT_T2_00127,MAT_T3_03591,1.09
MAT_T2_00127,MAT_T3_04057,15.18
MAT_T2_00127,MAT_T3_00030,6.16
MAT_T2_00129,MAT_T3_06056,8.02
MAT_T2_00145,MAT_T3_00626,14.81
MAT_T2_00145,MAT_T3_01953,6.93
MAT_T2_00145,MAT_T3_03136,15.73
MAT_T2_00145,MAT_T3_01604,9.45
MAT_T2_00145,MAT_T3_00685,19.85
MAT_T2_00148,MAT_T3_06707,12.1
MAT_T2_00148,MAT_T3_02092,10.96
MAT_T2_00152,MAT_T3_02119,15.23
MAT_T2_00152,MAT_T3_02350,6.8
MAT_T2_00152,MAT_T3_06920,9.62
MAT_T2_00152,MAT_T3_04453,4.92
MAT_T2_00154,MAT_T3_03533,3.18
MAT_T2_00154,MAT_T3_03409,17.2
MAT_T2_00154,MAT_T3_06702,18.47
MAT_T2_00154,MAT_T3_01955,10.13
MAT_T2_00154,MAT_T3_05103,4.7
MAT_T2_00156,MAT_T3_05600,9.46
MAT_T2_00156,MAT_T3_05546,18.85
MAT_T2_00156,MAT_T3_04335,10.67
MAT_T2_00156,MAT_T3_03658,16.88
MAT_T2_00159,MAT_T3_03195,4.56
MAT_T2_00159,MAT_T3_06688,12.15
MAT_T2_00159,MAT_T3_00905,14.22
MAT_T2_00159,MAT_T3_00824,7.74
MAT_T2_00159,MAT_T3_04350,14.56
MAT_T2_00161,MAT_T3_00734,3.29
MAT_T2_00161,MAT_T3_05854,7.15
MAT_T2_00161,MAT_T3_06828,14.58
MAT_T2_00161,MAT_T3_06293,1.04
MAT_T2_00162,MAT_T3_01395,14.31
MAT_T2_00162,MAT_T3_06521,5.89
MAT_T2_00162,MAT_T3_03829,19.3
MAT_T2_00162,MAT_T3_02952,4.0
MAT_T2_00181,MAT_T3_05127,1.89
MAT_T2_00181,MAT_T3_00816,3.3
MAT_T2_00183,MAT_T3_01303,3.81
MAT_T2_00183,MAT_T3_05577,15.75
MAT_T2_00183,MAT_T3_05377,1.01
MAT_T2_00183,MAT_T3_06819,3.1
MAT_T2_00183,MAT_T3_06380,3.96
MAT_T2_00183,MAT_T3_04753,9.51
MAT_T2_00185,MAT_T3_06434,2.95
MAT_T2_00193,MAT_T3_05854,5.05
MAT_T2_00196,MAT_T3_04382,1.18
MAT_T2_00197,MAT_T3_03924,19.99
MAT_T2_00197,MAT_T3_02376,9.71
MAT_T2_00210,MAT_T3_00325,14.06
MAT_T2_00217,MAT_T3_02791,10.25
MAT_T2_00217,MAT_T3_01320,14.67
MAT_T2_00220,MAT_T3_06332,6.93
MAT_T2_00220,MAT_T3_05394,19.06
MAT_T2_00220,MAT_T3_01789,8.53
MAT_T2_00220,MAT_T3_02217,19.7
MAT_T2_00220,MAT_T3_05942,5.41
MAT_T2_00220,MAT_T3_00484,2.27
MAT_T2_00220,MAT_T3_01882,10.7
MAT_T2_00220,MAT_T3_04682,19.92
MAT_T2_00224,MAT_T3_03615,2.03
MAT_T2_00224,MAT_T3_06648,6.37
MAT_T2_00224,MAT_T3_01657,16.33
MAT_T2_00224,MAT_T3_04509,19.79
MAT_T2_00224,MAT_T3_05679,10.74
MAT_T2_00228,MAT_T3_00624,9.28
MAT_T2_00228,MAT_T3_02713,1.41
MAT_T2_00229,MAT_T3_01408,7.09
MAT_T2_00238,MAT_T3_04728,13.6
MAT_T2_00238,MAT_T3_00458,4.51
MAT_T2_00244,MAT_T3_00880,5.3
MAT_T2_00244,MAT_T3_03129,17.44
MAT_T2_00244,MAT_T3_03389,3.94
MAT_T2_00244,MAT_T3_00405,15.65
MAT_T2_00244,MAT_T3_06472,2.05
MAT_T2_00253,MAT_T3_05869,19.43
MAT_T2_00253,MAT_T3_05211,6.44
MAT_T2_00253,MAT_T3_05948,1.08
MAT_T2_00253,MAT_T3_05918,5.45
MAT_T2_00253,MAT_T3_05510,13.06
MAT_T2_00256,MAT_T3_03684,12.92
MAT_T2_00256,MAT_T3_02074,13.39
MAT_T2_00261,MAT_T3_05608,5.25
MAT_T2_00261,MAT_T3_03680,4.17
MAT_T2_00261,MAT_T3_02915,19.36
MAT_T2_00261,MAT_T3_04503,15.16
MAT_T2_00267,MAT_T3_00989,9.86
MAT_T2_00270,MAT_T3_00172,7.95
MAT_T2_00275,MAT_T3_00928,5.56
MAT_T2_00276,MAT_T3_00452,3.2
MAT_T2_00276,MAT_T3_04478,8.19
MAT_T2_00276,MAT_T3_06189,16.32
MAT_T2_00276,MAT_T3_02951,17.29
MAT_T2_00276,MAT_T3_02476,15.39
MAT_T2_00278,MAT_T3_05219,7.78
MAT_T2_00278,MAT_T3_03933,16.81
MAT_T2_00286,MAT_T3_01758,3.26
MAT_T2_00286,MAT_T3_05573,9.37
MAT_T2_00286,MAT_T3_01435,19.87
MAT_T2_00286,MAT_T3_04232,7.61
MAT_T2_00287,MAT_T3_04959,19.32
MAT_T2_00287,MAT_T3_06851,3.97
MAT_T2_00287,MAT_T3_00130,18.98
MAT_T2_00287,MAT_T3_04940,1.69
MAT_T2_00288,MAT_T3_05408,3.41
MAT_T2_00288,MAT_T3_06802,4.63
MAT_T2_00288,MAT_T3_03530,18.64
MAT_T2_00288,MAT_T3_03823,12.15
MAT_T2_00288,MAT_T3_01230,16.91
MAT_T2_00290,MAT_T3_05901,12.34
MAT_T2_00290,MAT_T3_02287,17.61
MAT_T2_00290,MAT_T3_04279,5.68
MAT_T2_00290,MAT_T3_05384,9.19
MAT_T2_00291,MAT_T3_00489,7.36
MAT_T2_00291,MAT_T3_05200,7.57
MAT_T2_00291,MAT_T3_02477,7.96
MAT_T2_00302,MAT_T3_06648,2.44
MAT_T2_00302,MAT_T3_06098,12.12
MAT_T2_00302,MAT_T3_04925,10.02
MAT_T2_00308,MAT_T3_03294,2.27
MAT_T2_00308,MAT_T3_04502,19.61
MAT_T2_00308,MAT_T3_02875,9.63
MAT_T2_00319,MAT_T3_02640,13.71
MAT_T2_00319,MAT_T3_03531,12.86
MAT_T2_00319,MAT_T3_03301,10.36
MAT_T2_00319,MAT_T3_04490,14.07
MAT_T2_00319,MAT_T3_00269,3.13
MAT_T2_00322,MAT_T3_03552,6.27
MAT_T2_00322,MAT_T3_05660,8.16
MAT_T2_00322,MAT_T3_01200,7.08
MAT_T2_00322,MAT_T3_05370,18.83
MAT_T2_00327,MAT_T3_05862,3.87
MAT_T2_00327,MAT_T3_04506,3.68
MAT_T2_00327,MAT_T3_03265,17.09
MAT_T2_00331,MAT_T3_03460,1.74
MAT_T2_00331,MAT_T3_06136,13.85
MAT_T2_00333,MAT_T3_01257,11.03
MAT_T2_00333,MAT_T3_00030,3.05
MAT_T2_00333,MAT_T3_01407,12.07
MAT_T2_00333,MAT_T3_03567,9.41
MAT_T2_00336,MAT_T3_03613,15.59
MAT_T2_00336,MAT_T3_00605,19.02
MAT_T2_00336,MAT_T3_03301,11.52
MAT_T2_00336,MAT_T3_03229,15.52
MAT_T2_00336,MAT_T3_06112,17.43
MAT_T2_00346,MAT_T3_01556,16.38
MAT_T2_00351,MAT_T3_05457,14.83
MAT_T2_00351,MAT_T3_01434,10.9
MAT_T2_00351,MAT_T3_06719,1.34
MAT_T2_00351,MAT_T3_03286,10.78
MAT_T2_00351,MAT_T3_00126,16.32
MAT_T2_00352,MAT_T3_00170,6.09
MAT_T2_00352,MAT_T3_04446,4.66
MAT_T2_00352,MAT_T3_06984,6.37
MAT_T2_00352,MAT_T3_00579,16.95
MAT_T2_00352,MAT_T3_01575,7.46
MAT_T2_00356,MAT_T3_00460,14.2
MAT_T2_00356,MAT_T3_01448,17.97
MAT_T2_00358,MAT_T3_04562,19.64
MAT_T2_00358,MAT_T3_05123,14.49
MAT_T2_00362,MAT_T3_04588,16.4
MAT_T2_00362,MAT_T3_05869,12.23
MAT_T2_00370,MAT_T3_00526,19.27
MAT_T2_00370,MAT_T3_02456,15.78
MAT_T2_00375,MAT_T3_00934,11.8
MAT_T2_00375,MAT_T3_01278,8.94
MAT_T2_00375,MAT_T3_05600,17.9
MAT_T2_00375,MAT_T3_05640,19.26
MAT_T2_00377,MAT_T3_01008,18.21
MAT_T2_00377,MAT_T3_02114,19.29
MAT_T2_00377,MAT_T3_03840,16.76
MAT_T2_00392,MAT_T3_03405,3.74
MAT_T2_00401,MAT_T3_01497,15.77
MAT_T2_00401,MAT_T3_01953,1.98
MAT_T2_00401,MAT_T3_04676,16.55
MAT_T2_00401,MAT_T3_02528,6.08
MAT_T2_00401,MAT_T3_05370,10.68
MAT_T2_00406,MAT_T3_03488,12.38
MAT_T2_00406,MAT_T3_04328,17.1
MAT_T2_00410,MAT_T3_05283,1.01
MAT_T2_00410,MAT_T3_00065,5.26
MAT_T2_00410,MAT_T3_01949,14.76
MAT_T2_00412,MAT_T3_03418,15.16
MAT_T2_00413,MAT_T3_05036,8.93
MAT_T2_00415,MAT_T3_04808,15.42
MAT_T2_00415,MAT_T3_06828,8.42
MAT_T2_00415,MAT_T3_01566,10.33
MAT_T2_00419,MAT_T3_01273,1.43
MAT_T2_00419,MAT_T3_02800,19.62
MAT_T2_00424,MAT_T3_04657,6.76
MAT_T2_00424,MAT_T3_00782,18.62
MAT_T2_00434,MAT_T3_05365,8.56
MAT_T2_00434,MAT_T3_03840,7.68
MAT_T2_00434,MAT_T3_01319,11.04
MAT_T2_00441,MAT_T3_01883,4.61
MAT_T2_00441,MAT_T3_04352,17.87
MAT_T2_00443,MAT_T3_01672,9.96
MAT_T2_00443,MAT_T3_02975,3.81
MAT_T2_00443,MAT_T3_00320,6.15
MAT_T2_00444,MAT_T3_06743,8.85
MAT_T2_00444,MAT_T3_05222,17.96
MAT_T2_00444,MAT_T3_03363,13.72
MAT_T2_00444,MAT_T3_01251,11.8
MAT_T2_00444,MAT_T3_02472,16.48
MAT_T2_00450,MAT_T3_04925,7.09
MAT_T2_00450,MAT_T3_06763,8.54
MAT_T2_00450,MAT_T3_03304,10.58
MAT_T2_00464,MAT_T3_00184,6.93
MAT_T2_00464,MAT_T3_04352,19.32
MAT_T2_00464,MAT_T3_06934,10.84
MAT_T2_00464,MAT_T3_02662,8.01
MAT_T2_00464,MAT_T3_03222,13.04
MAT_T2_00468,MAT_T3_03702,11.73
MAT_T2_00468,MAT_T3_01838,18.63
MAT_T2_00468,MAT_T3_06501,3.37
MAT_T2_00468,MAT_T3_04772,4.27
MAT_T2_00470,MAT_T3_05897,12.65
MAT_T2_00470,MAT_T3_05201,4.38
MAT_T2_00470,MAT_T3_05074,13.62
MAT_T2_00470,MAT_T3_05170,12.36
MAT_T2_00471,MAT_T3_01854,3.64
MAT_T2_00471,MAT_T3_06280,8.87
MAT_T2_00471,MAT_T3_05919,5.48
MAT_T2_00471,MAT_T3_02145,16.32
MAT_T2_00476,MAT_T3_06447,5.38
MAT_T2_00476,MAT_T3_04578,5.83
MAT_T2_00479,MAT_T3_02732,19.34
MAT_T2_00479,MAT_T3_04632,13.06
MAT_T2_00481,MAT_T3_06452,2.67
MAT_T2_00481,MAT_T3_00458,9.63
MAT_T2_00481,MAT_T3_02115,2.53
MAT_T2_00481,MAT_T3_01765,19.49
MAT_T2_00481,MAT_T3_00236,8.99
MAT_T2_00487,MAT_T3_03932,13.55
MAT_T2_00487,MAT_T3_04923,11.86
MAT_T2_00487,MAT_T3_00236,6.08
MAT_T2_00487,MAT_T3_01758,5.24
MAT_T2_00487,MAT_T3_05231,7.93
MAT_T2_00488,MAT_T3_02818,6.27
MAT_T2_00490,MAT_T3_03728,1.58
MAT_T2_00490,MAT_T3_03251,5.12
MAT_T2_00490,MAT_T3_00985,19.05
MAT_T2_00492,MAT_T3_01612,19.23
MAT_T2_00492,MAT_T3_05860,5.88
MAT_T2_00492,MAT_T3_05811,10.16
MAT_T2_00492,MAT_T3_06434,13.06
MAT_T2_00492,MAT_T3_00674,15.27
MAT_T2_00492,MAT_T3_05777,14.54
MAT_T2_00492,MAT_T3_05742,2.85
MAT_T2_00492,MAT_T3_06709,13.58
MAT_T2_00495,MAT_T3_00840,11.47
MAT_T2_00495,MAT_T3_03922,10.68
MAT_T2_00495,MAT_T3_00022,5.69
MAT_T2_00500,MAT_T3_06428,9.91
MAT_T2_00500,MAT_T3_02293,10.04
MAT_T2_00500,MAT_T3_05344,12.8
MAT_T2_00500,MAT_T3_00239,7.57
MAT_T2_00500,MAT_T3_01143,5.21
MAT_T2_00500,MAT_T3_06101,17.46
MAT_T2_00503,MAT_T3_03736,3.71
MAT_T2_00504,MAT_T3_04369,18.88
MAT_T2_00504,MAT_T3_02806,3.46
MAT_T2_00504,MAT_T3_02972,6.01
MAT_T2_00505,MAT_T3_04888,10.06
MAT_T2_00505,MAT_T3_06800,15.63
MAT_T2_00512,MAT_T3_06233,9.67
MAT_T2_00513,MAT_T3_04910,13.81
MAT_T2_00513,MAT_T3_06077,1.91
MAT_T2_00516,MAT_T3_01394,2.77
MAT_T2_00516,MAT_T3_04632,18.78
MAT_T2_00516,MAT_T3_02473,6.36
MAT_T2_00519,MAT_T3_04111,14.51
MAT_T2_00519,MAT_T3_05869,4.6
MAT_T2_00519,MAT_T3_00486,5.38
MAT_T2_00519,MAT_T3_02994,16.71
MAT_T2_00525,MAT_T3_06743,17.59
MAT_T2_00525,MAT_T3_06947,4.35
MAT_T2_00534,MAT_T3_00214,9.78
MAT_T2_00534,MAT_T3_03776,18.1
MAT_T2_00539,MAT_T3_03251,16.04
MAT_T2_00539,MAT_T3_05023,6.91
MAT_T2_00539,MAT_T3_06919,15.3
MAT_T2_00541,MAT_T3_00751,5.59
MAT_T2_00541,MAT_T3_05205,13.26
MAT_T2_00541,MAT_T3_03202,2.04
MAT_T2_00541,MAT_T3_02367,19.82
MAT_T2_00541,MAT_T3_04578,18.74
MAT_T2_00551,MAT_T3_04149,17.19
MAT_T2_00551,MAT_T3_05543,14.54
MAT_T2_00551,MAT_T3_01090,14.38
MAT_T2_00556,MAT_T3_06514,15.18
MAT_T2_00556,MAT_T3_03833,9.46
MAT_T2_00556,MAT_T3_05604,9.59
MAT_T2_00565,MAT_T3_00933,5.09
MAT_T2_00565,MAT_T3_05905,8.87
MAT_T2_00575,MAT_T3_01040,17.59
MAT_T2_00578,MAT_T3_04381,19.58
MAT_T2_00578,MAT_T3_03840,12.13
MAT_T2_00578,MAT_T3_04424,14.38
MAT_T2_00588,MAT_T3_00880,4.29
MAT_T2_00588,MAT_T3_01497,19.1
MAT_T2_00588,MAT_T3_04506,7.31
MAT_T2_00588,MAT_T3_05940,12.98
MAT_T2_00596,MAT_T3_01164,9.75
MAT_T2_00596,MAT_T3_03718,10.39
MAT_T2_00598,MAT_T3_05749,3.62
MAT_T2_00600,MAT_T3_02623,15.55
MAT_T2_00600,MAT_T3_06946,11.69
MAT_T2_00600,MAT_T3_05148,12.82
MAT_T2_00600,MAT_T3_04781,10.38
MAT_T2_00600,MAT_T3_03858,9.83
MAT_T2_00601,MAT_T3_01154,11.53
MAT_T2_00601,MAT_T3_06579,13.0
MAT_T2_00602,MAT_T3_01785,1.84
MAT_T2_00602,MAT_T3_00282,14.64
MAT_T2_00606,MAT_T3_01609,4.38
MAT_T2_00606,MAT_T3_00323,16.52
MAT_T2_00606,MAT_T3_00416,13.69
MAT_T2_00606,MAT_T3_01281,12.33
MAT_T2_00606,MAT_T3_03370,8.51
MAT_T2_00610,MAT_T3_04316,2.63
MAT_T2_00617,MAT_T3_06736,3.05
MAT_T2_00617,MAT_T3_04357,17.47
MAT_T2_00617,MAT_T3_04575,15.58
MAT_T2_00637,MAT_T3_00592,1.03
MAT_T2_00637,MAT_T3_05394,6.04
MAT_T2_00637,MAT_T3_06065,18.86
MAT_T2_00637,MAT_T3_01290,10.78
MAT_T2_00637,MAT_T3_00189,10.19
MAT_T2_00637,MAT_T3_00123,4.48
MAT_T2_00649,MAT_T3_02073,17.65
MAT_T2_00649,MAT_T3_02302,14.69
MAT_T2_00649,MAT_T3_06682,12.19
MAT_T2_00649,MAT_T3_03879,8.49
MAT_T2_00650,MAT_T3_04714,3.18
MAT_T2_00650,MAT_T3_01689,3.36
MAT_T2_00650,MAT_T3_03942,9.83
MAT_T2_00650,MAT_T3_02643,15.12
MAT_T2_00650,MAT_T3_00624,2.21
MAT_T2_00650,MAT_T3_04657,13.4
MAT_T2_00651,MAT_T3_03377,4.91
MAT_T2_00654,MAT_T3_03091,18.95
MAT_T2_00654,MAT_T3_04416,9.8
MAT_T2_00654,MAT_T3_03046,13.83
MAT_T2_00657,MAT_T3_06683,18.16
MAT_T2_00657,MAT_T3_06851,15.95
MAT_T2_00657,MAT_T3_06054,3.47
MAT_T2_00657,MAT_T3_02811,16.18
MAT_T2_00657,MAT_T3_03295,15.61
MAT_T2_00665,MAT_T3_06644,4.93
MAT_T2_00665,MAT_T3_04350,2.32
MAT_T2_00665,MAT_T3_00659,6.69
MAT_T2_00671,MAT_T3_05938,9.94
MAT_T2_00671,MAT_T3_01225,10.07
MAT_T2_00671,MAT_T3_03382,12.96
MAT_T2_00671,MAT_T3_00013,14.03
MAT_T2_00672,MAT_T3_02433,17.48
MAT_T2_00676,MAT_T3_00414,8.47
