material_id,description,base_unit
MAT_T3_01556,Anode_Sheet,EA
MAT_T4_01557,Graphite_Synth,KG
MAT_T3_01558,Cell_Prismatic,EA
MAT_T4_01559,Cobalt_Sulfate,KG
MAT_T0_01560,EV_Truck,EA
MAT_T2_01561,BMS_Circuit,EA
MAT_T2_01562,Cooling_Plate,EA
MAT_T1_01563,Battery_Pack_Std,EA
MAT_T2_01564,Cooling_Plate,EA
MAT_T2_01565,Module_LFP,EA
MAT_T3_01566,Cell_Prismatic,EA
MAT_T4_01567,Lithium_Hydroxide,KG
MAT_T3_01568,Cell_Prismatic,EA
MAT_T4_01569,Copper_Foil,KG
MAT_T2_01570,Module_NMC,EA
MAT_T2_01571,Module_LFP,EA
MAT_T3_01572,Anode_Sheet,EA
MAT_T0_01573,EV_Sedan,EA
MAT_T1_01574,Drive_Unit,EA
MAT_T3_01575,Cell_Prismatic,EA
MAT_T4_01576,Cobalt_Sulfate,KG
MAT_T4_01577,Lithium_Hydroxide,KG
MAT_T1_01578,Battery_Pack_HighRange,EA
MAT_T4_01579,Cobalt_Sulfate,KG
MAT_T4_01580,Cobalt_Sulfate,KG
MAT_T3_01581,Cell_Pouch,EA
MAT_T4_01582,Lithium_Hydroxide,KG
MAT_T3_01583,Cell_Pouch,EA
MAT_T2_01584,Module_LFP,EA
MAT_T3_01585,Cell_Cylindrical_4680,EA
MAT_T3_01586,Anode_Sheet,EA
MAT_T3_01587,Anode_Sheet,EA
MAT_T3_01588,Cell_Prismatic,EA
MAT_T4_01589,Graphite_Synth,KG
MAT_T4_01590,Graphite_Synth,KG
MAT_T4_01591,Nickel_Class1,KG
MAT_T4_01592,Copper_Foil,KG
MAT_T4_01593,Copper_Foil,KG
MAT_T1_01594,Battery_Pack_HighRange,EA
MAT_T2_01595,Module_NMC,EA
MAT_T3_01596,Cell_Prismatic,EA
MAT_T4_01597,Cobalt_Sulfate,KG
MAT_T3_01598,Cell_Cylindrical_4680,EA
MAT_T4_01599,Copper_Foil,KG
MAT_T1_01600,Battery_Pack_HighRange,EA
MAT_T2_01601,Module_NMC,EA
MAT_T4_01602,Graphite_Synth,KG
MAT_T2_01603,Module_LFP,EA
MAT_T3_01604,Cell_Cylindrical_4680,EA
MAT_T2_01605,Module_LFP,EA
MAT_T2_01606,Module_NMC,EA
MAT_T4_01607,Copper_Foil,KG
MAT_T3_01608,Anode_Sheet,EA
MAT_T3_01609,Cell_Prismatic,EA
MAT_T1_01610,Battery_Pack_HighRange,EA
MAT_T4_01611,Cobalt_Sulfate,KG
MAT_T3_01612,Cell_Pouch,EA
MAT_T3_01613,Cell_Cylindrical_4680,EA
MAT_T4_01614,Lithium_Hydroxide,KG
MAT_T2_01615,Module_NMC,EA
MAT_T4_01616,Lithium_Hydroxide,KG
MAT_T3_01617,Cell_Prismatic,EA
MAT_T3_01618,Cell_Pouch,EA
MAT_T2_01619,Cooling_Plate,EA
MAT_T4_01620,Lithium_Hydroxide,KG
MAT_T4_01621,Nickel_Class1,KG
MAT_T2_01622,Module_LFP,EA
MAT_T2_01623,BMS_Circuit,EA
MAT_T4_01624,Lithium_Hydroxide,KG
MAT_T4_01625,Copper_Foil,KG
MAT_T4_01626,Graphite_Synth,KG
MAT_T3_01627,Cell_Pouch,EA
MAT_T4_01628,Nickel_Class1,KG
MAT_T3_01629,Cell_Pouch,EA
MAT_T2_01630,Module_NMC,EA
MAT_T3_01631,Anode_Sheet,EA
MAT_T4_01632,Copper_Foil,KG
MAT_T2_01633,Cooling_Plate,EA
MAT_T3_01634,Cell_Prismatic,EA
MAT_T4_01635,Graphite_Synth,KG
MAT_T3_01636,Cell_Cylindrical_4680,EA
MAT_T4_01637,Cobalt_Sulfate,KG
MAT_T4_01638,Graphite_Synth,KG
MAT_T1_01639,Inverter_Assy,EA
MAT_T4_01640,Copper_Foil,KG
MAT_T4_01641,Lithium_Hydroxide,KG
MAT_T4_01642,Cobalt_Sulfate,KG
MAT_T4_01643,Lithium_Hydroxide,KG
MAT_T4_01644,Lithium_Hydroxide,KG
MAT_T1_01645,Inverter_Assy,EA
MAT_T2_01646,Module_NMC,EA
MAT_T4_01647,Copper_Foil,KG
MAT_T2_01648,Cooling_Plate,EA
MAT_T1_01649,Battery_Pack_HighRange,EA
MAT_T4_01650,Cobalt_Sulfate,KG
MAT_T4_01651,Cobalt_Sulfate,KG
MAT_T2_01652,Module_NMC,EA
MAT_T4_01653,Cobalt_Sulfate,KG
MAT_T4_01654,Lithium_Hydroxide,KG
MAT_T3_01655,Anode_Sheet,EA
MAT_T4_01656,Lithium_Hydroxide,KG
MAT_T3_01657,Cell_Pouch,EA
MAT_T2_01658,Cooling_Plate,EA
MAT_T2_01659,Module_LFP,EA
MAT_T3_01660,Cell_Cylindrical_4680,EA
MAT_T3_01661,Anode_Sheet,EA
MAT_T4_01662,Lithium_Hydroxide,KG
MAT_T4_01663,Lithium_Hydroxide,KG
MAT_T3_01664,Cell_Prismatic,EA
MAT_T4_01665,Graphite_Synth,KG
MAT_T2_01666,BMS_Circuit,EA
MAT_T1_01667,Inverter_Assy,EA
MAT_T4_01668,Graphite_Synth,KG
MAT_T1_01669,Battery_Pack_Std,EA
MAT_T2_01670,Cooling_Plate,EA
MAT_T4_01671,Copper_Foil,KG
MAT_T3_01672,Cell_Cylindrical_4680,EA
MAT_T4_01673,Cobalt_Sulfate,KG
MAT_T2_01674,Cooling_Plate,EA
MAT_T0_01675,EV_SUV,EA
MAT_T2_01676,Module_LFP,EA
MAT_T3_01677,Cell_Cylindrical_4680,EA
MAT_T3_01678,Cell_Cylindrical_4680,EA
MAT_T3_01679,Cell_Pouch,EA
MAT_T4_01680,Graphite_Synth,KG
MAT_T4_01681,Graphite_Synth,KG
MAT_T2_01682,Cooling_Plate,EA
MAT_T3_01683,Cell_Prismatic,EA
MAT_T3_01684,Cell_Pouch,EA
MAT_T4_01685,Copper_Foil,KG
MAT_T4_01686,Graphite_Synth,KG
MAT_T2_01687,Module_LFP,EA
MAT_T4_01688,Copper_Foil,KG
MAT_T3_01689,Cell_Prismatic,EA
MAT_T0_01690,EV_Sedan,EA
MAT_T0_01691,EV_Sedan,EA
MAT_T3_01692,Anode_Sheet,EA
MAT_T3_01693,Anode_Sheet,EA
MAT_T0_01694,EV_Truck,EA
MAT_T4_01695,Nickel_Class1,KG
MAT_T2_01696,BMS_Circuit,EA
MAT_T3_01697,Anode_Sheet,EA
MAT_T2_01698,BMS_Circuit,EA
MAT_T2_01699,Cooling_Plate,EA
MAT_T3_01700,Cell_Cylindrical_4680,EA
MAT_T2_01701,Module_NMC,EA
MAT_T3_01702,Cell_Cylindrical_4680,EA
MAT_T2_01703,Cooling_Plate,EA
MAT_T3_01704,Cell_Pouch,EA
MAT_T2_01705,BMS_Circuit,EA
MAT_T4_01706,Graphite_Synth,KG
MAT_T4_01707,Copper_Foil,KG
MAT_T1_01708,Battery_Pack_Std,EA
MAT_T3_01709,Cell_Cylindrical_4680,EA
MAT_T1_01710,Battery_Pack_Std,EA
MAT_T3_01711,Anode_Sheet,EA
MAT_T2_01712,BMS_Circuit,EA
MAT_T3_01713,Cell_Cylindrical_4680,EA
MAT_T3_01714,Cell_Pouch,EA
MAT_T4_01715,Lithium_Hydroxide,KG
MAT_T3_01716,Cell_Prismatic,EA
MAT_T3_01717,Cell_Cylindrical_4680,EA
MAT_T3_01718,Cell_Pouch,EA
MAT_T4_01719,Cobalt_Sulfate,KG
MAT_T4_01720,Copper_Foil,KG
MAT_T2_01721,BMS_Circuit,EA
MAT_T4_01722,Cobalt_Sulfate,KG
MAT_T3_01723,Cell_Prismatic,EA
MAT_T4_01724,Cobalt_Sulfate,KG
MAT_T4_01725,Cobalt_Sulfate,KG
MAT_T2_01726,Module_NMC,EA
MAT_T4_01727,Copper_Foil,KG
MAT_T2_01728,Cooling_Plate,EA
MAT_T2_01729,Module_NMC,EA
MAT_T2_01730,BMS_Circuit,EA
MAT_T4_01731,Cobalt_Sulfate,KG
MAT_T2_01732,Cooling_Plate,EA
MAT_T0_01733,EV_SUV,EA
MAT_T4_01734,Graphite_Synth,KG
MAT_T2_01735,Module_LFP,EA
MAT_T1_01736,Inverter_Assy,EA
MAT_T2_01737,BMS_Circuit,EA
MAT_T3_01738,Cell_Pouch,EA
MAT_T3_01739,Cell_Cylindrical_4680,EA
MAT_T0_01740,EV_Sedan,EA
MAT_T4_01741,Copper_Foil,KG
MAT_T4_01742,Copper_Foil,KG
MAT_T2_01743,BMS_Circuit,EA
MAT_T2_01744,Cooling_Plate,EA
MAT_T3_01745,Cell_Pouch,EA
MAT_T3_01746,Cell_Pouch,EA
MAT_T1_01747,Battery_Pack_Std,EA
MAT_T2_01748,Module_NMC,EA
MAT_T4_01749,Copper_Foil,KG
MAT_T2_01750,Cooling_Plate,EA
MAT_T3_01751,Cell_Prismatic,EA
MAT_T4_01752,Graphite_Synth,KG
MAT_T4_01753,Nickel_Class1,KG
MAT_T2_01754,BMS_Circuit,EA
MAT_T4_01755,Nickel_Class1,KG
MAT_T0_01756,EV_Truck,EA
MAT_T4_01757,Lithium_Hydroxide,KG
MAT_T3_01758,Cell_Cylindrical_4680,EA
MAT_T4_01759,Nickel_Class1,KG
MAT_T4_01760,Lithium_Hydroxide,KG
MAT_T4_01761,Lithium_Hydroxide,KG
MAT_T4_01762,Nickel_Class1,KG
MAT_T3_01763,Anode_Sheet,EA
MAT_T3_01764,Cell_Cylindrical_4680,EA
MAT_T3_01765,Cell_Pouch,EA
MAT_T4_01766,Lithium_Hydroxide,KG
MAT_T4_01767,Graphite_Synth,KG
MAT_T2_01768,Module_NMC,EA
MAT_T4_01769,Cobalt_Sulfate,KG
MAT_T4_01770,Cobalt_Sulfate,KG
MAT_T4_01771,Graphite_Synth,KG
MAT_T4_01772,Cobalt_Sulfate,KG
MAT_T2_01773,BMS_Circuit,EA
MAT_T1_01774,Drive_Unit,EA
MAT_T1_01775,Battery_Pack_HighRange,EA
MAT_T2_01776,BMS_Circuit,EA
MAT_T3_01777,Cell_Cylindrical_4680,EA
MAT_T4_01778,Nickel_Class1,KG
MAT_T4_01779,Copper_Foil,KG
MAT_T3_01780,Cell_Prismatic,EA
MAT_T0_01781,EV_SUV,EA
MAT_T2_01782,BMS_Circuit,EA
MAT_T1_01783,Inverter_Assy,EA
MAT_T3_01784,Anode_Sheet,EA
MAT_T3_01785,Cell_Pouch,EA
MAT_T0_01786,EV_SUV,EA
MAT_T2_01787,BMS_Circuit,EA
MAT_T2_01788,BMS_Circuit,EA
MAT_T3_01789,Anode_Sheet,EA
MAT_T3_01790,Cell_Prismatic,EA
MAT_T3_01791,Cell_Prismatic,EA
MAT_T3_01792,Anode_Sheet,EA
MAT_T4_01793,Cobalt_Sulfate,KG
MAT_T2_01794,BMS_Circuit,EA
MAT_T3_01795,Cell_Prismatic,EA
MAT_T4_01796,Copper_Foil,KG
MAT_T3_01797,Cell_Cylindrical_4680,EA
MAT_T4_01798,Cobalt_Sulfate,KG
MAT_T3_01799,Cell_Cylindrical_4680,EA
MAT_T3_01800,Cell_Prismatic,EA
MAT_T1_01801,Battery_Pack_Std,EA
MAT_T3_01802,Cell_Prismatic,EA
MAT_T2_01803,Module_NMC,EA
MAT_T2_01804,Module_LFP,EA
MAT_T3_01805,Anode_Sheet,EA
MAT_T3_01806,Cell_Pouch,EA
MAT_T1_01807,Drive_Unit,EA
MAT_T4_01808,Nickel_Class1,KG
MAT_T3_01809,Cell_Prismatic,EA
MAT_T2_01810,Module_NMC,EA
MAT_T3_01811,Anode_Sheet,EA
MAT_T4_01812,Cobalt_Sulfate,KG
MAT_T3_01813,Anode_Sheet,EA
MAT_T3_01814,Anode_Sheet,EA
MAT_T2_01815,Cooling_Plate,EA
MAT_T3_01816,Cell_Cylindrical_4680,EA
MAT_T4_01817,Nickel_Class1,KG
MAT_T4_01818,Graphite_Synth,KG
MAT_T1_01819,Inverter_Assy,EA
MAT_T3_01820,Anode_Sheet,EA
MAT_T4_01821,Nickel_Class1,KG
MAT_T1_01822,Inverter_Assy,EA
MAT_T4_01823,Nickel_Class1,KG
MAT_T4_01824,Lithium_Hydroxide,KG
MAT_T1_01825,Inverter_Assy,EA
MAT_T4_01826,Nickel_Class1,KG
MAT_T3_01827,Cell_Cylindrical_4680,EA
MAT_T4_01828,Graphite_Synth,KG
MAT_T3_01829,Cell_Cylindrical_4680,EA
MAT_T3_01830,Anode_Sheet,EA
MAT_T3_01831,Cell_Pouch,EA
MAT_T4_01832,Graphite_Synth,KG
MAT_T0_01833,EV_Truck,EA
MAT_T3_01834,Cell_Cylindrical_4680,EA
MAT_T2_01835,Cooling_Plate,EA
MAT_T2_01836,Cooling_Plate,EA
MAT_T2_01837,BMS_Circuit,EA
MAT_T3_01838,Cell_Pouch,EA
MAT_T2_01839,Cooling_Plate,EA
MAT_T1_01840,Battery_Pack_HighRange,EA
MAT_T1_01841,Battery_Pack_Std,EA
MAT_T0_01842,EV_Sedan,EA
MAT_T3_01843,Cell_Pouch,EA
MAT_T4_01844,Graphite_Synth,KG
MAT_T1_01845,Battery_Pack_HighRange,EA
MAT_T4_01846,Nickel_Class1,KG
MAT_T4_01847,Lithium_Hydroxide,KG
MAT_T3_01848,Cell_Prismatic,EA
MAT_T3_01849,Anode_Sheet,EA
MAT_T4_01850,Nickel_Class1,KG
MAT_T1_01851,Battery_Pack_Std,EA
MAT_T3_01852,Cell_Prismatic,EA
MAT_T4_01853,Lithium_Hydroxide,KG
MAT_T3_01854,Cell_Prismatic,EA
MAT_T4_01855,Graphite_Synth,KG
MAT_T1_01856,Drive_Unit,EA
MAT_T4_01857,Graphite_Synth,KG
MAT_T3_01858,Cell_Cylindrical_4680,EA
MAT_T3_01859,Cell_Prismatic,EA
MAT_T2_01860,BMS_Circuit,EA
MAT_T3_01861,Cell_Prismatic,EA
MAT_T4_01862,Cobalt_Sulfate,KG
MAT_T3_01863,Anode_Sheet,EA
MAT_T4_01864,Copper_Foil,KG
MAT_T3_01865,Cell_Pouch,EA
MAT_T1_01866,Drive_Unit,EA
MAT_T1_01867,Battery_Pack_Std,EA
MAT_T1_01868,Drive_Unit,EA
MAT_T3_01869,Cell_Cylindrical_4680,EA
MAT_T2_01870,BMS_Circuit,EA
MAT_T4_01871,Cobalt_Sulfate,KG
MAT_T4_01872,Nickel_Class1,KG
MAT_T1_01873,Drive_Unit,EA
MAT_T2_01874,BMS_Circuit,EA
MAT_T2_01875,BMS_Circuit,EA
MAT_T3_01876,Cell_Prismatic,EA
MAT_T1_01877,Battery_Pack_Std,EA
MAT_T1_01878,Drive_Unit,EA
MAT_T4_01879,Nickel_Class1,KG
MAT_T4_01880,Cobalt_Sulfate,KG
MAT_T2_01881,Cooling_Plate,EA
MAT_T3_01882,Cell_Cylindrical_4680,EA
MAT_T3_01883,Cell_Pouch,EA
MAT_T4_01884,Graphite_Synth,KG
MAT_T3_01885,Cell_Prismatic,EA
MAT_T1_01886,Drive_Unit,EA
MAT_T4_01887,Nickel_Class1,KG
MAT_T3_01888,Anode_Sheet,EA
MAT_T2_01889,Cooling_Plate,EA
MAT_T3_01890,Cell_Cylindrical_4680,EA
MAT_T3_01891,Anode_Sheet,EA
MAT_T2_01892,Module_NMC,EA
MAT_T2_01893,Module_LFP,EA
MAT_T3_01894,Cell_Pouch,EA
MAT_T0_01895,EV_SUV,EA
MAT_T4_01896,Cobalt_Sulfate,KG
MAT_T2_01897,BMS_Circuit,EA
MAT_T0_01898,EV_Truck,EA
MAT_T4_01899,Nickel_Class1,KG
MAT_T4_01900,Graphite_Synth,KG
MAT_T4_01901,Lithium_Hydroxide,KG
MAT_T3_01902,Cell_Pouch,EA
MAT_T2_01903,Module_LFP,EA
MAT_T4_01904,Copper_Foil,KG
MAT_T4_01905,Lithium_Hydroxide,KG
MAT_T2_01906,Cooling_Plate,EA
MAT_T4_01907,Lithium_Hydroxide,KG
MAT_T1_01908,Battery_Pack_Std,EA
MAT_T4_01909,Lithium_Hydroxide,KG
MAT_T4_01910,Nickel_Class1,KG
MAT_T4_01911,Cobalt_Sulfate,KG
MAT_T4_01912,Copper_Foil,KG
MAT_T4_01913,Lithium_Hydroxide,KG
MAT_T2_01914,Cooling_Plate,EA
MAT_T3_01915,Anode_Sheet,EA
MAT_T1_01916,Battery_Pack_HighRange,EA
MAT_T3_01917,Anode_Sheet,EA
MAT_T4_01918,Lithium_Hydroxide,KG
MAT_T3_01919,Cell_Prismatic,EA
MAT_T2_01920,Module_LFP,EA
MAT_T3_01921,Cell_Pouch,EA
MAT_T4_01922,Cobalt_Sulfate,KG
MAT_T0_01923,EV_Truck,EA
MAT_T3_01924,Cell_Cylindrical_4680,EA
MAT_T2_01925,BMS_Circuit,EA
MAT_T4_01926,Nickel_Class1,KG
MAT_T1_01927,Battery_Pack_Std,EA
MAT_T4_01928,Copper_Foil,KG
MAT_T2_01929,Cooling_Plate,EA
MAT_T2_01930,BMS_Circuit,EA
MAT_T4_01931,Nickel_Class1,KG
MAT_T0_01932,EV_SUV,EA
MAT_T3_01933,Cell_Prismatic,EA
MAT_T0_01934,EV_Sedan,EA
MAT_T3_01935,Cell_Pouch,EA
MAT_T3_01936,Anode_Sheet,EA
MAT_T2_01937,Cooling_Plate,EA
MAT_T1_01938,Battery_Pack_HighRange,EA
MAT_T3_01939,Cell_Pouch,EA
MAT_T4_01940,Nickel_Class1,KG
MAT_T4_01941,Lithium_Hydroxide,KG
MAT_T3_01942,Anode_Sheet,EA
MAT_T3_01943,Cell_Pouch,EA
MAT_T2_01944,BMS_Circuit,EA
MAT_T2_01945,Module_NMC,EA
MAT_T2_01946,BMS_Circuit,EA
MAT_T2_01947,BMS_Circuit,EA
MAT_T2_01948,Module_LFP,EA
MAT_T3_01949,Cell_Pouch,EA
MAT_T3_01950,Cell_Prismatic,EA
MAT_T4_01951,Graphite_Synth,KG
MAT_T2_01952,Cooling_Plate,EA
MAT_T3_01953,Cell_Pouch,EA
MAT_T4_01954,Nickel_Class1,KG
MAT_T3_01955,Anode_Sheet,EA
MAT_T2_01956,Module_NMC,EA
MAT_T2_01957,Module_NMC,EA
MAT_T0_01958,EV_Truck,EA
MAT_T2_01959,Module_NMC,EA
MAT_T4_01960,Nickel_Class1,KG
MAT_T0_01961,EV_Sedan,EA
MAT_T2_01962,Cooling_Plate,EA
MAT_T4_01963,Graphite_Synth,KG
MAT_T4_01964,Nickel_Class1,KG
MAT_T3_01965,Cell_Pouch,EA
MAT_T4_01966,Nickel_Class1,KG
MAT_T3_01967,Cell_Prismatic,EA
MAT_T2_01968,BMS_Circuit,EA
MAT_T3_01969,Cell_Prismatic,EA
MAT_T3_01970,Cell_Prismatic,EA
MAT_T4_01971,Lithium_Hydroxide,KG
MAT_T1_01972,Battery_Pack_HighRange,EA
MAT_T3_01973,Anode_Sheet,EA
MAT_T2_01974,BMS_Circuit,EA
MAT_T3_01975,Cell_Pouch,EA
MAT_T0_01976,EV_Sedan,EA
MAT_T2_01977,Cooling_Plate,EA
MAT_T4_01978,Copper_Foil,KG
MAT_T3_01979,Anode_Sheet,EA
MAT_T3_01980,Anode_Sheet,EA
MAT_T2_01981,BMS_Circuit,EA
MAT_T2_01982,Module_LFP,EA
MAT_T3_01983,Cell_Cylindrical_4680,EA
MAT_T4_01984,Cobalt_Sulfate,KG
MAT_T4_01985,Graphite_Synth,KG
MAT_T3_01986,Cell_Prismatic,EA
MAT_T3_01987,Anode_Sheet,EA
MAT_T4_01988,Graphite_Synth,KG
MAT_T3_01989,Cell_Pouch,EA
MAT_T3_01990,Cell_Prismatic,EA
MAT_T2_01991,Cooling_Plate,EA
MAT_T4_01992,Graphite_Synth,KG
MAT_T3_01993,Cell_Cylindrical_4680,EA
MAT_T4_01994,Copper_Foil,KG
MAT_T4_01995,Graphite_Synth,KG
MAT_T2_01996,BMS_Circuit,EA
MAT_T4_01997,Copper_Foil,KG
MAT_T4_01998,Copper_Foil,KG
MAT_T2_01999,BMS_Circuit,EA
MAT_T2_02000,Module_NMC,EA
MAT_T0_02001,EV_Truck,EA
MAT_T3_02002,Cell_Cylindrical_4680,EA
MAT_T3_02003,Anode_Sheet,EA
MAT_T3_02004,Cell_Pouch,EA
MAT_T2_02005,Module_NMC,EA
MAT_T4_02006,Cobalt_Sulfate,KG
MAT_T2_02007,Cooling_Plate,EA
MAT_T2_02008,BMS_Circuit,EA
MAT_T3_02009,Cell_Prismatic,EA
MAT_T3_02010,Cell_Pouch,EA
MAT_T2_02011,Module_NMC,EA
MAT_T2_02012,BMS_Circuit,EA
MAT_T2_02013,Module_LFP,EA
MAT_T4_02014,Lithium_Hydroxide,KG
MAT_T4_02015,Copper_Foil,KG
MAT_T3_02016,Cell_Prismatic,EA
MAT_T4_02017,Cobalt_Sulfate,KG
MAT_T4_02018,Cobalt_Sulfate,KG
MAT_T1_02019,Drive_Unit,EA
MAT_T4_02020,Lithium_Hydroxide,KG
MAT_T4_02021,Cobalt_Sulfate,KG
MAT_T2_02022,BMS_Circuit,EA
MAT_T2_02023,Module_NMC,EA
MAT_T1_02024,Battery_Pack_Std,EA
MAT_T1_02025,Drive_Unit,EA
MAT_T4_02026,Nickel_Class1,KG
MAT_T3_02027,Cell_Cylindrical_4680,EA
MAT_T4_02028,Graphite_Synth,KG
MAT_T4_02029,Lithium_Hydroxide,KG
MAT_T3_02030,Anode_Sheet,EA
MAT_T4_02031,Graphite_Synth,KG
MAT_T0_02032,EV_Sedan,EA
MAT_T2_02033,Cooling_Plate,EA
MAT_T3_02034,Anode_Sheet,EA
MAT_T0_02035,EV_SUV,EA
MAT_T0_02036,EV_Truck,EA
MAT_T4_02037,Lithium_Hydroxide,KG
MAT_T4_02038,Copper_Foil,KG
MAT_T2_02039,Module_LFP,EA
MAT_T4_02040,Lithium_Hydroxide,KG
MAT_T4_02041,Nickel_Class1,KG
MAT_T2_02042,Module_NMC,EA
MAT_T0_02043,EV_Sedan,EA
MAT_T4_02044,Cobalt_Sulfate,KG
MAT_T2_02045,BMS_Circuit,EA
MAT_T1_02046,Battery_Pack_Std,EA
MAT_T3_02047,Anode_Sheet,EA
MAT_T4_02048,Lithium_Hydroxide,KG
MAT_T2_02049,Module_NMC,EA
MAT_T2_02050,Cooling_Plate,EA
MAT_T2_02051,Module_LFP,EA
MAT_T4_02052,Graphite_Synth,KG
MAT_T2_02053,Module_LFP,EA
MAT_T3_02054,Cell_Cylindrical_4680,EA
MAT_T4_02055,Lithium_Hydroxide,KG
MAT_T1_02056,Battery_Pack_HighRange,EA
MAT_T4_02057,Graphite_Synth,KG
MAT_T4_02058,Cobalt_Sulfate,KG
MAT_T4_02059,Copper_Foil,KG
MAT_T2_02060,Cooling_Plate,EA
MAT_T3_02061,Anode_Sheet,EA
MAT_T4_02062,Nickel_Class1,KG
MAT_T4_02063,Nickel_Class1,KG
MAT_T2_02064,Module_LFP,EA
MAT_T4_02065,Graphite_Synth,KG
MAT_T2_02066,Cooling_Plate,EA
MAT_T2_02067,Module_NMC,EA
MAT_T3_02068,Anode_Sheet,EA
MAT_T4_02069,Cobalt_Sulfate,KG
MAT_T3_02070,Cell_Pouch,EA
MAT_T3_02071,Anode_Sheet,EA
MAT_T4_02072,Cobalt_Sulfate,KG
MAT_T3_02073,Cell_Prismatic,EA
MAT_T3_02074,Cell_Prismatic,EA
MAT_T3_02075,Cell_Cylindrical_4680,EA
MAT_T3_02076,Cell_Cylindrical_4680,EA
MAT_T4_02077,Cobalt_Sulfate,KG
MAT_T4_02078,Cobalt_Sulfate,KG
MAT_T3_02079,Anode_Sheet,EA
MAT_T4_02080,Nickel_Class1,KG
MAT_T1_02081,Battery_Pack_Std,EA
MAT_T2_02082,Module_NMC,EA
MAT_T3_02083,Anode_Sheet,EA
MAT_T0_02084,EV_Truck,EA
MAT_T2_02085,Module_NMC,EA
MAT_T3_02086,Anode_Sheet,EA
MAT_T0_02087,EV_Sedan,EA
MAT_T2_02088,Cooling_Plate,EA
MAT_T3_02089,Anode_Sheet,EA
MAT_T3_02090,Cell_Cylindrical_4680,EA
MAT_T4_02091,Graphite_Synth,KG
MAT_T3_02092,Anode_Sheet,EA
MAT_T3_02093,Cell_Cylindrical_4680,EA
MAT_T4_02094,Nickel_Class1,KG
MAT_T4_02095,Copper_Foil,KG
MAT_T2_02096,BMS_Circuit,EA
MAT_T1_02097,Inverter_Assy,EA
MAT_T4_02098,Cobalt_Sulfate,KG
MAT_T3_02099,Cell_Cylindrical_4680,EA
MAT_T4_02100,Nickel_Class1,KG
MAT_T4_02101,Copper_Foil,KG
MAT_T3_02102,Anode_Sheet,EA
MAT_T4_02103,Nickel_Class1,KG
MAT_T3_02104,Cell_Cylindrical_4680,EA
MAT_T1_02105,Drive_Unit,EA
MAT_T4_02106,Nickel_Class1,KG
MAT_T2_02107,Cooling_Plate,EA
MAT_T4_02108,Nickel_Class1,KG
MAT_T4_02109,Copper_Foil,KG
MAT_T4_02110,Cobalt_Sulfate,KG
MAT_T3_02111,Cell_Cylindrical_4680,EA
MAT_T3_02112,Cell_Pouch,EA
MAT_T3_02113,Cell_Pouch,EA
MAT_T3_02114,Anode_Sheet,EA
MAT_T3_02115,Cell_Prismatic,EA
MAT_T4_02116,Copper_Foil,KG
MAT_T4_02117,Cobalt_Sulfate,KG
MAT_T2_02118,Module_LFP,EA
MAT_T3_02119,Cell_Pouch,EA
MAT_T4_02120,Nickel_Class1,KG
MAT_T3_02121,Cell_Pouch,EA
MAT_T3_02122,Anode_Sheet,EA
MAT_T4_02123,Lithium_Hydroxide,KG
MAT_T4_02124,Lithium_Hydroxide,KG
MAT_T3_02125,Anode_Sheet,EA
MAT_T4_02126,Lithium_Hydroxide,KG
MAT_T2_02127,Module_LFP,EA
MAT_T4_02128,Lithium_Hydroxide,KG
MAT_T1_02129,Battery_Pack_HighRange,EA
MAT_T0_02130,EV_Sedan,EA
MAT_T4_02131,Lithium_Hydroxide,KG
MAT_T2_02132,Module_NMC,EA
MAT_T4_02133,Cobalt_Sulfate,KG
MAT_T4_02134,Cobalt_Sulfate,KG
MAT_T4_02135,Nickel_Class1,KG
MAT_T4_02136,Nickel_Class1,KG
MAT_T2_02137,BMS_Circuit,EA
MAT_T4_02138,Nickel_Class1,KG
MAT_T1_02139,Battery_Pack_HighRange,EA
MAT_T3_02140,Cell_Pouch,EA
MAT_T4_02141,Cobalt_Sulfate,KG
MAT_T3_02142,Cell_Cylindrical_4680,EA
MAT_T3_02143,Cell_Pouch,EA
MAT_T3_02144,Cell_Pouch,EA
MAT_T3_02145,Cell_Prismatic,EA
MAT_T4_02146,Cobalt_Sulfate,KG
MAT_T1_02147,Inverter_Assy,EA
MAT_T3_02148,Cell_Prismatic,EA
MAT_T4_02149,Nickel_Class1,KG
MAT_T3_02150,Cell_Prismatic,EA
MAT_T1_02151,Battery_Pack_Std,EA
MAT_T3_02152,Cell_Prismatic,EA
MAT_T2_02153,Cooling_Plate,EA
MAT_T2_02154,Module_NMC,EA
MAT_T4_02155,Nickel_Class1,KG
MAT_T3_02156,Cell_Prismatic,EA
MAT_T4_02157,Nickel_Class1,KG
MAT_T4_02158,Lithium_Hydroxide,KG
MAT_T4_02159,Nickel_Class1,KG
MAT_T0_02160,EV_Sedan,EA
MAT_T3_02161,Cell_Cylindrical_4680,EA
MAT_T2_02162,Module_NMC,EA
MAT_T4_02163,Cobalt_Sulfate,KG
MAT_T2_02164,Module_LFP,EA
MAT_T2_02165,Module_NMC,EA
MAT_T3_02166,Cell_Pouch,EA
MAT_T2_02167,Cooling_Plate,EA
MAT_T2_02168,Module_NMC,EA
MAT_T3_02169,Cell_Cylindrical_4680,EA
MAT_T1_02170,Inverter_Assy,EA
MAT_T1_02171,Drive_Unit,EA
